date,time,home_team,away_team,score,match_url,Expected_goals_(xG)_home,Expected_goals_(xG)_away,Ball_possession_home,Ball_possession_away,Total_shots_home,Total_shots_away,Shots_on_target_home,Shots_on_target_away,Corner_kicks_home,Corner_kicks_away,Passes_home,Passes_away,Red_cards_home,Red_cards_away,Shots_off_target_home,Shots_off_target_away,Blocked_shots_home,Blocked_shots_away,Offsides_home,Offsides_away,Fouls_home,Fouls_away,Goalkeeper_saves_home,Goalkeeper_saves_away,Yellow_cards_home,Yellow_cards_away,Free_kicks_home,Free_kicks_away,Throw_ins_home,Throw_ins_away,Big_chances_home,Big_chances_away,Shots_inside_the_box_home,Shots_inside_the_box_away,Shots_outside_the_box_home,Shots_outside_the_box_away,Hit_the_woodwork_home,Hit_the_woodwork_away,Touches_in_opposition_box_home,Touches_in_opposition_box_away,Passes_in_final_third_home,Passes_in_final_third_away,Crosses_home,Crosses_away,Tackles_home,Tackles_away,Clearances_home,Clearances_away,Interceptions_home,Interceptions_away,xG_on_target_(xGOT)_home,xG_on_target_(xGOT)_away,Accurate_through_passes_home,Accurate_through_passes_away,Long_passes_home,Long_passes_away,Expected_assists_(xA)_home,Expected_assists_(xA)_away,Duels_won_home,Duels_won_away,Errors_leading_to_shot_home,Errors_leading_to_shot_away,Errors_leading_to_goal_home,Errors_leading_to_goal_away,xGOT_faced_home,xGOT_faced_away,Goals_prevented_home,Goals_prevented_away,Headed_goals_home,Headed_goals_away
30.04.2023,21:00,Cremonese,Verona,1:1,https://www.flashscore.co.uk/match/football/APhRAf8N/#/match-summary,0.49,1.21,51%,49%,12.0,14.0,5.0,6.0,3.0,5.0,"74%,(287/388)","71%,(253/356)",1.0,0.0,6.0,3.0,1.0,5.0,2.0,3.0,10.0,16.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.01.2023,19:30,Salernitana,Torino,1:1,https://www.flashscore.co.uk/match/football/plv4wk7m/#/match-summary,,,39%,61%,11.0,23.0,4.0,8.0,6.0,7.0,"69%,(219/316)","81%,(407/502)",,,3.0,8.0,4.0,7.0,1.0,1.0,10.0,15.0,7.0,3.0,2.0,3.0,17.0,10.0,13.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.01.2023,22:00,Empoli,Torino,2:2,https://www.flashscore.co.uk/match/football/tEI6wAOp/#/match-summary,,,47%,53%,11.0,16.0,4.0,4.0,5.0,5.0,"79%,(302/382)","78%,(349/447)",,,3.0,8.0,4.0,4.0,1.0,1.0,12.0,9.0,2.0,2.0,2.0,0.0,13.0,21.0,29.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.01.2023,23:30,AS Roma,Bologna,1:0,https://www.flashscore.co.uk/match/football/bZA2LGo2/#/match-summary,,,39%,61%,14.0,10.0,4.0,2.0,3.0,3.0,"79%,(300/380)","85%,(506/595)",,,4.0,3.0,6.0,5.0,1.0,1.0,10.0,10.0,2.0,3.0,2.0,3.0,10.0,11.0,21.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.06.2023,03:00,Lecce,Bologna,2:3,https://www.flashscore.co.uk/match/football/KjMc6ZHU/#/match-summary,1.64,0.87,39%,61%,20.0,11.0,7.0,7.0,7.0,2.0,"82%,(283/347)","87%,(498/573)",,,7.0,2.0,6.0,2.0,0.0,1.0,11.0,9.0,4.0,5.0,1.0,2.0,3.0,6.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.11.2022,22:00,AS Roma,Torino,1:1,https://www.flashscore.co.uk/match/football/0O0NUKOF/#/match-summary,,,48%,52%,13.0,10.0,4.0,2.0,7.0,0.0,"76%,(335/441)","80%,(393/491)",,,5.0,4.0,4.0,4.0,0.0,1.0,13.0,10.0,1.0,3.0,3.0,2.0,13.0,23.0,24.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.09.2022,00:30,Sampdoria,Lazio,1:1,https://www.flashscore.co.uk/match/football/zP99GFoF/#/match-summary,,,44%,56%,10.0,13.0,3.0,6.0,5.0,7.0,"86%,(419/487)","89%,(550/620)",,,4.0,3.0,3.0,4.0,2.0,2.0,10.0,7.0,5.0,2.0,0.0,2.0,19.0,16.0,15.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.10.2022,21:00,Sassuolo,Salernitana,5:0,https://www.flashscore.co.uk/match/football/025FnvSA/#/match-summary,,,44%,56%,17.0,6.0,11.0,1.0,1.0,2.0,"86%,(365/426)","85%,(459/537)",,,4.0,5.0,2.0,0.0,1.0,3.0,10.0,8.0,1.0,6.0,1.0,1.0,13.0,15.0,19.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.02.2023,01:30,Verona,Lazio,1:1,https://www.flashscore.co.uk/match/football/G8hqiThp/#/match-summary,,,36%,64%,15.0,9.0,4.0,2.0,6.0,5.0,"66%,(210/316)","80%,(457/572)",,,9.0,5.0,2.0,2.0,0.0,2.0,16.0,12.0,1.0,3.0,4.0,1.0,14.0,16.0,19.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.03.2023,03:45,Atalanta,Empoli,2:1,https://www.flashscore.co.uk/match/football/z9Dxs4WS/#/match-summary,3.05,0.86,70%,30%,27.0,5.0,6.0,2.0,13.0,2.0,"87%,(554/639)","68%,(200/294)",,,15.0,2.0,6.0,1.0,2.0,1.0,11.0,10.0,1.0,4.0,3.0,2.0,19.0,16.0,32.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.10.2022,21:00,Bologna,Lecce,2:0,https://www.flashscore.co.uk/match/football/Kn2Awe6f/#/match-summary,,,54%,46%,12.0,9.0,3.0,3.0,9.0,4.0,"76%,(312/408)","75%,(269/358)",,,9.0,5.0,0.0,1.0,1.0,1.0,11.0,14.0,3.0,1.0,5.0,2.0,19.0,23.0,25.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.05.2023,00:30,AS Roma,Salernitana,2:2,https://www.flashscore.co.uk/match/football/pvXf0tks/#/match-summary,1.34,1.04,59%,41%,22.0,8.0,5.0,3.0,6.0,4.0,"84%,(453/539)","75%,(290/387)",,,7.0,3.0,10.0,2.0,0.0,1.0,9.0,14.0,1.0,3.0,1.0,4.0,15.0,9.0,35.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.02.2023,22:00,Salernitana,Lazio,0:2,https://www.flashscore.co.uk/match/football/W0AgQKkK/#/match-summary,0.47,3.25,35%,65%,9.0,21.0,2.0,7.0,2.0,9.0,"80%,(320/398)","88%,(661/751)",1.0,0.0,5.0,7.0,2.0,7.0,1.0,2.0,10.0,7.0,5.0,2.0,5.0,1.0,9.0,9.0,9.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.06.2023,03:00,AS Roma,Spezia,2:1,https://www.flashscore.co.uk/match/football/hviCPdIh/#/match-summary,2.19,1.03,69%,31%,19.0,8.0,5.0,2.0,6.0,2.0,"87%,(448/517)","70%,(163/234)",0.0,1.0,11.0,4.0,3.0,2.0,1.0,0.0,14.0,17.0,1.0,3.0,2.0,9.0,16.0,15.0,24.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.01.2023,03:45,Inter,Napoli,1:0,https://www.flashscore.co.uk/match/football/xKMgNxHk/#/match-summary,,,37%,63%,6.0,9.0,1.0,2.0,5.0,4.0,"80%,(270/337)","88%,(526/598)",,,5.0,4.0,0.0,3.0,4.0,2.0,12.0,7.0,2.0,0.0,3.0,2.0,9.0,16.0,20.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.08.2022,02:45,Atalanta,AC Milan,1:1,https://www.flashscore.co.uk/match/football/C8eFyKIG/#/match-summary,,,41%,59%,11.0,18.0,2.0,7.0,4.0,6.0,"79%,(270/342)","86%,(447/521)",,,7.0,9.0,2.0,2.0,0.0,3.0,15.0,6.0,6.0,1.0,4.0,3.0,9.0,14.0,15.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.01.2023,22:00,Juventus,Monza,0:2,https://www.flashscore.co.uk/match/football/fH6l2g1o/#/match-summary,,,46%,54%,22.0,3.0,8.0,3.0,12.0,1.0,"84%,(348/414)","84%,(448/533)",,,7.0,0.0,7.0,0.0,3.0,2.0,12.0,10.0,1.0,8.0,0.0,2.0,12.0,15.0,22.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.01.2023,01:00,Cremonese,Inter,1:2,https://www.flashscore.co.uk/match/football/6LRvrjGT/#/match-summary,,,35%,65%,12.0,30.0,4.0,10.0,2.0,14.0,"77%,(251/326)","88%,(520/591)",,,6.0,12.0,2.0,8.0,0.0,3.0,7.0,12.0,8.0,3.0,0.0,2.0,19.0,9.0,12.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.04.2023,00:30,Empoli,Lecce,1:0,https://www.flashscore.co.uk/match/football/tAIjlLwd/#/match-summary,1.76,0.16,53%,47%,14.0,5.0,7.0,0.0,3.0,4.0,"73%,(291/397)","69%,(238/344)",1.0,0.0,2.0,3.0,5.0,2.0,0.0,2.0,10.0,15.0,0.0,6.0,3.0,2.0,16.0,10.0,37.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.10.2022,00:00,Napoli,Bologna,3:2,https://www.flashscore.co.uk/match/football/ADSQoJbE/#/match-summary,,,48%,52%,30.0,16.0,11.0,3.0,6.0,4.0,"84%,(408/486)","84%,(440/524)",,,8.0,7.0,11.0,6.0,2.0,1.0,6.0,10.0,1.0,8.0,0.0,4.0,11.0,8.0,27.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.04.2023,02:45,Sampdoria,Spezia,1:1,https://www.flashscore.co.uk/match/football/b7tGDdO4/#/match-summary,1.74,2.54,45%,55%,13.0,19.0,3.0,7.0,9.0,9.0,"78%,(274/350)","82%,(352/431)",,,7.0,6.0,3.0,6.0,2.0,0.0,9.0,11.0,6.0,2.0,1.0,1.0,15.0,15.0,18.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.11.2022,03:45,Empoli,Cremonese,2:0,https://www.flashscore.co.uk/match/football/4xHKAaXq/#/match-summary,,,50%,50%,13.0,19.0,6.0,5.0,4.0,9.0,"80%,(349/436)","80%,(334/418)",,,4.0,6.0,3.0,8.0,1.0,1.0,9.0,14.0,5.0,4.0,1.0,2.0,15.0,10.0,18.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.01.2023,21:30,Spezia,Atalanta,2:2,https://www.flashscore.co.uk/match/football/84hgrvgF/#/match-summary,,,35%,65%,7.0,19.0,3.0,3.0,3.0,8.0,"67%,(210/313)","82%,(475/579)",,,3.0,9.0,1.0,7.0,1.0,1.0,11.0,11.0,1.0,1.0,3.0,3.0,11.0,12.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.06.2023,00:30,Napoli,Sampdoria,2:0,https://www.flashscore.co.uk/match/football/z3d7Qx3n/#/match-summary,2.14,0.58,73%,27%,21.0,6.0,9.0,4.0,11.0,0.0,"92%,(713/771)","79%,(220/279)",,,7.0,2.0,5.0,0.0,1.0,0.0,7.0,7.0,4.0,7.0,0.0,1.0,5.0,9.0,19.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.10.2022,02:45,Verona,AC Milan,1:2,https://www.flashscore.co.uk/match/football/djxXPyxe/#/match-summary,,,46%,54%,19.0,16.0,5.0,6.0,9.0,3.0,"69%,(229/334)","76%,(303/399)",,,7.0,5.0,7.0,5.0,0.0,1.0,7.0,9.0,4.0,4.0,3.0,2.0,9.0,7.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.05.2023,21:00,Fiorentina,Udinese,2:0,https://www.flashscore.co.uk/match/football/jHkjW1z1/#/match-summary,1.41,0.21,45%,55%,18.0,5.0,3.0,1.0,3.0,3.0,"81%,(294/363)","83%,(364/439)",1.0,1.0,10.0,3.0,5.0,1.0,2.0,1.0,15.0,15.0,1.0,1.0,3.0,3.0,17.0,16.0,16.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.05.2023,02:45,Inter,Atalanta,3:2,https://www.flashscore.co.uk/match/football/0zRNgdYO/#/match-summary,2.53,0.81,52%,48%,20.0,11.0,11.0,3.0,9.0,7.0,"88%,(429/488)","86%,(394/458)",,,6.0,5.0,3.0,3.0,1.0,1.0,8.0,18.0,2.0,8.0,0.0,1.0,20.0,9.0,14.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.11.2022,22:00,Empoli,Sassuolo,1:0,https://www.flashscore.co.uk/match/football/4AKV1VlC/#/match-summary,,,47%,53%,17.0,10.0,1.0,3.0,3.0,6.0,"83%,(347/418)","84%,(390/464)",,,9.0,4.0,7.0,3.0,4.0,0.0,11.0,11.0,3.0,0.0,2.0,0.0,11.0,16.0,24.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.10.2022,21:00,Lazio,Udinese,0:0,https://www.flashscore.co.uk/match/football/I5QuOF67/#/match-summary,,,55%,45%,8.0,12.0,3.0,2.0,7.0,3.0,"82%,(388/473)","81%,(316/390)",,,4.0,7.0,1.0,3.0,0.0,1.0,8.0,11.0,2.0,3.0,1.0,4.0,11.0,8.0,31.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.02.2023,19:30,Spezia,Napoli,0:3,https://www.flashscore.co.uk/match/football/0dSnBlpG/#/match-summary,,,31%,69%,9.0,12.0,3.0,5.0,3.0,6.0,"71%,(201/283)","86%,(544/633)",,,5.0,4.0,1.0,3.0,1.0,4.0,19.0,18.0,2.0,3.0,3.0,2.0,22.0,19.0,7.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.04.2023,18:30,Udinese,Monza,2:2,https://www.flashscore.co.uk/match/football/G4400nll/#/match-summary,1.89,1.28,40%,60%,14.0,12.0,5.0,5.0,4.0,2.0,"86%,(323/374)","88%,(503/569)",,,6.0,5.0,3.0,2.0,1.0,1.0,12.0,21.0,3.0,3.0,1.0,3.0,20.0,13.0,14.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.04.2023,00:00,AS Roma,Sampdoria,3:0,https://www.flashscore.co.uk/match/football/MPck9MFL/#/match-summary,3.56,0.29,51%,49%,28.0,6.0,11.0,3.0,10.0,3.0,"88%,(371/421)","86%,(362/420)",0.0,1.0,10.0,2.0,7.0,1.0,2.0,1.0,11.0,13.0,3.0,8.0,3.0,5.0,13.0,13.0,20.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.01.2023,01:30,Verona,Cremonese,2:0,https://www.flashscore.co.uk/match/football/CxyxzG0e/#/match-summary,,,47%,53%,9.0,15.0,4.0,5.0,3.0,5.0,"71%,(276/389)","72%,(316/439)",,,3.0,5.0,2.0,5.0,2.0,1.0,16.0,11.0,5.0,2.0,3.0,4.0,12.0,18.0,31.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.11.2022,03:45,AC Milan,Spezia,2:1,https://www.flashscore.co.uk/match/football/zcs3qNYp/#/match-summary,,,59%,41%,23.0,13.0,11.0,5.0,3.0,6.0,"77%,(329/427)","65%,(195/300)",1.0,0.0,3.0,5.0,9.0,3.0,0.0,0.0,12.0,13.0,4.0,9.0,6.0,4.0,20.0,17.0,19.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.01.2023,19:30,Sampdoria,Udinese,0:1,https://www.flashscore.co.uk/match/football/xtzOoYG4/#/match-summary,,,55%,45%,9.0,14.0,1.0,5.0,6.0,6.0,"82%,(334/407)","77%,(265/344)",,,5.0,4.0,3.0,5.0,4.0,1.0,15.0,17.0,4.0,1.0,3.0,1.0,25.0,24.0,21.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.08.2022,00:30,Fiorentina,Cremonese,3:2,https://www.flashscore.co.uk/match/football/CnKvPtZA/#/match-summary,,,75%,25%,27.0,13.0,11.0,4.0,11.0,4.0,"89%,(507/567)","65%,(124/190)",0.0,1.0,7.0,3.0,9.0,6.0,1.0,1.0,10.0,19.0,2.0,8.0,0.0,3.0,31.0,15.0,15.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.11.2022,19:30,Bologna,Torino,2:1,https://www.flashscore.co.uk/match/football/6P1S2BZ5/#/match-summary,,,56%,44%,9.0,7.0,5.0,2.0,3.0,1.0,"76%,(385/504)","75%,(299/400)",,,4.0,2.0,0.0,3.0,1.0,5.0,14.0,17.0,1.0,3.0,3.0,3.0,20.0,14.0,25.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.06.2023,00:30,Torino,Inter,0:1,https://www.flashscore.co.uk/match/football/QikKNzm5/#/match-summary,1.25,0.96,41%,59%,17.0,14.0,5.0,4.0,6.0,4.0,"83%,(311/376)","87%,(502/576)",,,8.0,8.0,4.0,2.0,1.0,1.0,6.0,7.0,3.0,5.0,1.0,2.0,9.0,8.0,16.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.03.2023,01:00,Lazio,AS Roma,1:0,https://www.flashscore.co.uk/match/football/pr3Cz29d/#/match-summary,0.55,0.73,69%,31%,12.0,8.0,5.0,3.0,5.0,2.0,"92%,(635/690)","81%,(242/299)",1.0,2.0,3.0,3.0,4.0,2.0,1.0,1.0,18.0,13.0,3.0,4.0,4.0,4.0,14.0,17.0,13.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.03.2023,03:45,Bologna,Lazio,0:0,https://www.flashscore.co.uk/match/football/ELo1sDQB/#/match-summary,0.97,0.89,54%,46%,16.0,5.0,2.0,2.0,5.0,2.0,"89%,(558/630)","88%,(468/534)",,,8.0,2.0,6.0,1.0,3.0,3.0,11.0,8.0,2.0,2.0,2.0,3.0,10.0,14.0,23.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.08.2022,00:30,Sampdoria,Atalanta,0:2,https://www.flashscore.co.uk/match/football/jg76wtl4/#/match-summary,,,52%,48%,11.0,9.0,1.0,3.0,3.0,2.0,"80%,(360/452)","76%,(283/370)",,,5.0,3.0,5.0,3.0,1.0,1.0,13.0,21.0,1.0,1.0,4.0,6.0,23.0,14.0,23.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.04.2023,21:00,Cremonese,Atalanta,1:3,https://www.flashscore.co.uk/match/football/boTok1Ok/#/match-summary,,,42%,58%,15.0,12.0,4.0,4.0,0.0,6.0,"76%,(312/412)","83%,(474/571)",,,6.0,5.0,5.0,3.0,0.0,3.0,13.0,10.0,1.0,3.0,3.0,2.0,12.0,13.0,22.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.05.2023,02:45,Lazio,Lecce,2:2,https://www.flashscore.co.uk/match/football/vwWphqcK/#/match-summary,2.0,1.54,67%,33%,20.0,13.0,6.0,4.0,2.0,3.0,"82%,(491/599)","69%,(203/295)",,,6.0,7.0,8.0,2.0,0.0,0.0,11.0,13.0,2.0,4.0,3.0,5.0,12.0,10.0,31.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.02.2023,03:45,Salernitana,Juventus,0:3,https://www.flashscore.co.uk/match/football/4UYwDAF3/#/match-summary,0.83,2.34,53%,47%,10.0,17.0,1.0,5.0,6.0,3.0,"85%,(471/554)","86%,(427/497)",,,6.0,8.0,3.0,4.0,0.0,3.0,9.0,12.0,2.0,1.0,1.0,1.0,14.0,8.0,15.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.10.2022,21:00,Salernitana,Spezia,1:0,https://www.flashscore.co.uk/match/football/E5oDcGcQ/#/match-summary,,,44%,56%,17.0,14.0,4.0,2.0,4.0,7.0,"77%,(246/319)","80%,(327/409)",,,6.0,9.0,7.0,3.0,1.0,2.0,9.0,8.0,2.0,3.0,2.0,4.0,14.0,17.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.11.2022,03:45,Bologna,Sassuolo,3:0,https://www.flashscore.co.uk/match/football/2TUhFuPS/#/match-summary,,,52%,48%,8.0,9.0,4.0,3.0,4.0,6.0,"84%,(415/494)","84%,(381/454)",,,1.0,4.0,3.0,2.0,2.0,1.0,12.0,6.0,3.0,1.0,1.0,0.0,8.0,18.0,19.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.01.2023,22:00,Spezia,Lecce,0:0,https://www.flashscore.co.uk/match/football/tGXCyTy0/#/match-summary,,,58%,42%,10.0,15.0,2.0,4.0,5.0,7.0,"70%,(301/429)","65%,(201/311)",,,7.0,6.0,1.0,5.0,1.0,1.0,14.0,15.0,4.0,2.0,0.0,1.0,16.0,15.0,45.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.09.2022,02:45,Juventus,Salernitana,2:2,https://www.flashscore.co.uk/match/football/8ANy6MTO/#/match-summary,,,61%,39%,22.0,11.0,7.0,5.0,8.0,2.0,"89%,(505/566)","82%,(292/356)",2.0,1.0,11.0,3.0,4.0,3.0,6.0,2.0,13.0,15.0,3.0,5.0,5.0,4.0,16.0,16.0,11.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.02.2023,01:00,Juventus,Fiorentina,1:0,https://www.flashscore.co.uk/match/football/4YtXkvE7/#/match-summary,1.07,0.71,44%,56%,7.0,11.0,3.0,2.0,5.0,6.0,"77%,(289/376)","83%,(385/464)",,,2.0,6.0,2.0,3.0,5.0,2.0,11.0,17.0,2.0,2.0,5.0,2.0,18.0,16.0,14.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.10.2022,02:45,Juventus,Empoli,4:0,https://www.flashscore.co.uk/match/football/4z4MzgjD/#/match-summary,,,43%,57%,21.0,12.0,7.0,4.0,6.0,4.0,"84%,(319/379)","88%,(469/533)",,,6.0,6.0,8.0,2.0,2.0,1.0,13.0,11.0,4.0,3.0,2.0,2.0,12.0,15.0,15.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.11.2022,22:00,Sampdoria,Fiorentina,0:2,https://www.flashscore.co.uk/match/football/bVSc54e4/#/match-summary,,,48%,52%,14.0,5.0,2.0,4.0,4.0,4.0,"77%,(313/409)","79%,(357/452)",,,6.0,1.0,6.0,0.0,2.0,2.0,10.0,18.0,2.0,2.0,1.0,0.0,19.0,12.0,30.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.09.2022,21:00,Spezia,Bologna,2:2,https://www.flashscore.co.uk/match/football/6uv8C6ps/#/match-summary,,,45%,55%,15.0,13.0,5.0,6.0,7.0,2.0,"78%,(274/351)","80%,(362/454)",,,4.0,7.0,6.0,0.0,0.0,5.0,12.0,5.0,4.0,4.0,4.0,1.0,10.0,13.0,24.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.05.2023,21:00,Cremonese,Bologna,1:5,https://www.flashscore.co.uk/match/football/Ii9XruK6/#/match-summary,0.94,2.47,37%,63%,13.0,19.0,2.0,9.0,3.0,9.0,"81%,(286/353)","89%,(551/619)",0.0,1.0,5.0,8.0,6.0,2.0,1.0,1.0,7.0,13.0,4.0,1.0,1.0,2.0,17.0,8.0,10.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.10.2022,03:45,Torino,AC Milan,2:1,https://www.flashscore.co.uk/match/football/pADJ4X4g/#/match-summary,,,44%,56%,7.0,12.0,4.0,1.0,6.0,1.0,"73%,(236/323)","78%,(333/427)",,,2.0,8.0,1.0,3.0,3.0,0.0,11.0,16.0,0.0,2.0,5.0,2.0,16.0,14.0,21.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.11.2022,01:00,Sampdoria,Lecce,0:2,https://www.flashscore.co.uk/match/football/SpXJTvvM/#/match-summary,,,57%,43%,11.0,11.0,2.0,3.0,9.0,0.0,"67%,(263/393)","59%,(183/310)",,,4.0,5.0,5.0,3.0,6.0,5.0,14.0,19.0,1.0,2.0,2.0,3.0,33.0,27.0,23.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.08.2022,00:30,Lazio,Bologna,2:1,https://www.flashscore.co.uk/match/football/2yDiMvJT/#/match-summary,,,41%,59%,9.0,11.0,6.0,3.0,3.0,2.0,"81%,(248/305)","84%,(381/451)",1.0,1.0,2.0,6.0,1.0,2.0,3.0,2.0,11.0,18.0,2.0,4.0,2.0,6.0,23.0,18.0,21.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.01.2023,19:30,AC Milan,Sassuolo,2:5,https://www.flashscore.co.uk/match/football/UZb1aio4/#/match-summary,,,61%,39%,10.0,9.0,5.0,7.0,2.0,3.0,"78%,(321/412)","74%,(200/270)",,,5.0,0.0,0.0,2.0,5.0,3.0,13.0,8.0,2.0,3.0,7.0,4.0,11.0,17.0,25.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.05.2023,00:00,Atalanta,Verona,3:1,https://www.flashscore.co.uk/match/football/v1ATqL40/#/match-summary,1.43,1.16,59%,41%,13.0,10.0,5.0,2.0,6.0,3.0,"82%,(471/574)","76%,(293/386)",,,3.0,4.0,5.0,4.0,4.0,1.0,9.0,11.0,1.0,2.0,1.0,3.0,12.0,16.0,29.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.03.2023,19:30,Spezia,Verona,0:0,https://www.flashscore.co.uk/match/football/6ergqZea/#/match-summary,1.44,1.21,69%,31%,20.0,11.0,4.0,3.0,9.0,5.0,"83%,(408/492)","61%,(128/210)",1.0,0.0,11.0,7.0,5.0,1.0,0.0,0.0,6.0,7.0,3.0,4.0,2.0,1.0,7.0,6.0,25.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.08.2022,02:45,Spezia,Sassuolo,2:2,https://www.flashscore.co.uk/match/football/dYlz2GWL/#/match-summary,,,42%,58%,7.0,21.0,2.0,8.0,2.0,6.0,"75%,(301/399)","83%,(451/543)",1.0,0.0,4.0,9.0,1.0,4.0,3.0,1.0,17.0,10.0,6.0,0.0,2.0,1.0,10.0,21.0,20.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
